Response Date,Interaction date,SHOP_Shop Name + Aramis code,SHOP_Vendor,Satisfaction score (score on scale from 1 to 5),Verbatim,Respondent ID,SHOP_Shop AudienceName,SHOP_City,SHOP_Customer Type,SHOP_Channel,SHOP_Direction,SHOP_Mainchain,SHOP_Case type,SHOP_Case level 1,SHOP_Case level 2,SHOP_Case level 3,SHOP_Source file
24/11/2025,21/11/2025,ORANGE SHOP BEN-AHIN - MOBIS492,20943,5,,227.003.257,SUBSCRIPTION,B- 4500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,22/11/2025,ORANGE SHOP BASTOGNE - MOBIS491,21205,5,,227.003.262,SUBSCRIPTION,B- 6600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,19422,5,le service parfait,227.003.270,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP AYWAILLE - MOBIS490,16015,5,,227.003.272,SUBSCRIPTION,B- 4920,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17050,5,,227.003.278,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,21/11/2025,ORANGE SHOP COUVIN - MOBIS482,17070,5,,227.003.280,SUBSCRIPTION,B- 5660,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NAMUR RUE DE L'ANGE - MOBIS473,20959,5,,227.003.281,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,22/11/2025,ORANGE SHOP VISE - MOBIS524,20948,5,,227.003.284,SUBSCRIPTION,B- 4600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,APPLE REFURBISHED,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MONS GRANDS PRES - CELLULE 07BIS - MOBIS553,19408,5,,227.003.290,SUBSCRIPTION,B- 7000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,20493,5,,227.003.294,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NIVELLES SHOPPING CENTER - MOBIS474,21396,5,,227.003.308,SUBSCRIPTION,B- 1400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NAMUR RUE DE L'ANGE - MOBIS473,17055,2,,227.003.309,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,22/11/2025,ORANGE SHOP HANNUT - MOBIS533,18562,5,,227.003.316,SUBSCRIPTION,B- 4280,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP OUDENAARDE - MOBIS496,21144,5,informatie en de bediening was zo goed als perfect. op alles een duidelijk antwoord,227.003.330,SUBSCRIPTION,B- 9700,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,22/11/2025,ORANGE SHOP HANNUT - MOBIS533,18562,5,,227.003.338,SUBSCRIPTION,B- 4280,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Wearables,Smartwatches,Purchase
24/11/2025,22/11/2025,ORANGE SHOP GENK SHOPPING CENTER - MOBIS369,15070,3,,227.003.356,SUBSCRIPTION,B- 3600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP KORTRIJK - MOBIS467,21605,4,,227.003.372,SUBSCRIPTION,B- 8500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,22/11/2025,ORANGE SHOP PLACE LOUISE - MOBIS455,21615,5,,227.003.375,SUBSCRIPTION,B- 1060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP LOUVAIN-LA-NEUVE SHOPPING CENTER - MOBIS271,21382,5,,227.003.378,SUBSCRIPTION,B- 1348,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,21/11/2025,ORANGE SHOP TURNHOUT - MOBIS310,19067,5,,227.003.380,SUBSCRIPTION,B- 2300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NIVELLES SHOPPING CENTER - MOBIS474,21672,5,,227.003.387,SUBSCRIPTION,B- 1400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,APPLE REFURBISHED,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ANDERLECHT WESTLAND SHOPPING CENTER - MOBIS348,18551,5,,227.003.389,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NALINNES - MOBIS472,21170,5,,227.003.393,SUBSCRIPTION,B- 6120,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP PLACE LOUISE - MOBIS455,9934,5,,227.003.397,SUBSCRIPTION,B- 1060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,21/11/2025,ORANGE SHOP PLACE LOUISE - MOBIS455,20879,3,,227.003.399,SUBSCRIPTION,B- 1060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP ANTWERPEN MEIR - MOBIS288,18306,5,,227.003.405,SUBSCRIPTION,B- 2000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP EEKLO - MOBIS463,16670,5,een heel lieve en behulpzame dame,227.003.410,SUBSCRIPTION,B- 9900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,17572,5,,227.003.418,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17074,5,5,227.003.438,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NIVELLES SHOPPING CENTER - MOBIS474,19412,5,,227.003.446,SUBSCRIPTION,B- 1400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP LIEGE MEDIACITE - MOBIS530,20945,5,,227.003.450,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NIVELLES SHOPPING CENTER - MOBIS474,19407,5,,227.003.468,SUBSCRIPTION,B- 1400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ANTWERPEN KEYSERLEI - MOBIS321,13051,5,de behandeling door de werknemer was geweldig en uitstekend,227.003.478,SUBSCRIPTION,B- 2018,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,16715,3,,227.003.500,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20953,5,,227.003.504,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,21/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,17283,5,,227.003.505,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,18850,4,,227.003.509,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,12350,5,,227.003.516,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,21/11/2025,ORANGE SHOP MECHELEN - MOBIS507,17965,5,,227.003.528,SUBSCRIPTION,B- 2800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP VERVIERS - MOBIS534,21313,5,,227.003.530,SUBSCRIPTION,B- 4800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ANDERLECHT WESTLAND SHOPPING CENTER - MOBIS348,10964,5,,227.003.536,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ROESELARE - MOBIS469,20991,3,werden niet op de hoogte gebracht dat oude gsm kon kon binnen brengen en kortingen zou kregen bij nieuwe gsm mvgr saskia versyck,227.003.537,SUBSCRIPTION,B- 8800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,22/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,14006,4,,227.003.548,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,22/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17078,5,,227.003.551,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NALINNES - MOBIS472,21673,5,,227.003.591,SUBSCRIPTION,B- 6120,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ANDERLECHT WESTLAND SHOPPING CENTER - MOBIS348,17957,4,,227.003.597,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP TAMINES - MOBIS476,21675,5,,227.003.598,SUBSCRIPTION,B- 5060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP WAREMME - MOBIS526,20947,5,,227.003.642,SUBSCRIPTION,B- 4300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP BRUGGE STEENSTRAAT - MOBIS294,21660,4,,227.003.656,SUBSCRIPTION,B- 8000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP ROESELARE - MOBIS469,20991,5,,227.003.682,SUBSCRIPTION,B- 8800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP DOCKS SHOPPING - MOBIS421,18215,5,,227.003.685,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP LEUVEN DIESTSESTRAAT - MOBIS299,15272,5,,227.003.701,SUBSCRIPTION,B- 3000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP BEN-AHIN - MOBIS492,20943,1,,227.003.714,SUBSCRIPTION,B- 4500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
24/11/2025,22/11/2025,ORANGE SHOP JEMEPPE - MOBIS523,20950,5,,227.003.756,SUBSCRIPTION,B- 4101,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,21/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,21318,5,,227.003.762,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,18627,4,,227.003.776,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP LOUVAIN-LA-NEUVE SHOPPING CENTER - MOBIS271,18492,5,,227.003.780,SUBSCRIPTION,B- 1348,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,21/11/2025,ORANGE SHOP ANDERLECHT CORA - MOBIS518,21565,5,,227.003.783,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP BRUXELLES ANSPACH - MOBIS514,18419,5,je peux avoir mon code de netflix stp merci,227.003.806,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHARLEROI RIVE GAUCHE SHOPPING - MOBIS479,16076,5,,227.003.810,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP KUURNE SHOPPING CENTER - MOBIS468,21430,5,,227.003.811,SUBSCRIPTION,B- 8520,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,21/11/2025,ORANGE SHOP GENT VELDSTRAAT - MOBIS312,21706,5,,227.003.823,SUBSCRIPTION,B- 9000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,19432,5,,227.003.824,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase
24/11/2025,22/11/2025,ORANGE SHOP CHARLEROI VILLE 2 SHOPPING CENTER - MOBIS296,18813,5,,227.003.826,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Desktop charger,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17050,5,,227.003.832,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,OTHER,Purchase
24/11/2025,22/11/2025,ORANGE SHOP IXELLES PORTE DE NAMUR - MOBIS512,18443,5,,227.003.836,SUBSCRIPTION,B- 1050,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP TIENEN - MOBIS500,17976,5,wzrd perfect geholpen,227.003.840,SUBSCRIPTION,B- 3300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NIVELLES SHOPPING CENTER - MOBIS474,21396,5,,227.003.846,SUBSCRIPTION,B- 1400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17074,5,,227.003.853,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MOUSCRON - MOBIS498,19428,5,,227.003.870,SUBSCRIPTION,B- 7700,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP LIBRAMONT - MOBIS486,18021,5,,227.003.884,SUBSCRIPTION,B- 6800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,21/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20963,5,,227.003.894,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,21082,5,,227.003.904,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP BRUGGE STEENSTRAAT - MOBIS294,17551,5,,227.003.906,SUBSCRIPTION,B- 8000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP MOL - MOBIS510,18340,5,,227.003.907,SUBSCRIPTION,B- 2400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17074,4,,227.003.916,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,19439,5,,227.003.920,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,22/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,17048,5,,227.003.946,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MOUSCRON - MOBIS498,8586,5,,227.003.959,SUBSCRIPTION,B- 7700,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ROESELARE - MOBIS469,16852,5,vtiendelijk en behulpzaam,227.003.962,SUBSCRIPTION,B- 8800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Connectivity,datacable,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NAMUR RUE DE L'ANGE - MOBIS473,19420,5,,227.003.997,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,22/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17050,5,,227.004.012,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP CHARLEROI VILLE 2 SHOPPING CENTER - MOBIS296,18813,5,,227.004.019,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHARLEROI RIVE GAUCHE SHOPPING - MOBIS479,17405,5,,227.004.023,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,22/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,17981,5,,227.004.031,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,19439,5,,227.004.042,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NINOVE - MOBIS495,17494,4,,227.004.047,SUBSCRIPTION,B- 9400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Charger,Purchase
24/11/2025,21/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17084,5,,227.004.070,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP NINOVE - MOBIS495,18096,5,,227.004.083,SUBSCRIPTION,B- 9400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,21/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20953,5,,227.004.085,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
24/11/2025,21/11/2025,ORANGE SHOP HERSTAL - MOBIS483,17065,5,,227.004.116,SUBSCRIPTION,B- 4040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase
24/11/2025,22/11/2025,ORANGE SHOP DOCKS SHOPPING - MOBIS421,18215,5,service 10/10 personeel burak top !!,227.004.131,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP BONCELLES - MOBIS488,17082,5,bons conseils,227.004.135,SUBSCRIPTION,B- 4100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
24/11/2025,22/11/2025,ORANGE SHOP ANDERLECHT CORA - MOBIS518,18042,5,,227.004.142,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
24/11/2025,21/11/2025,ORANGE SHOP BLANKENBERGE - MOBIS440,15488,5,"super service, vriendelijk, goed op de hoogte,...",227.004.155,SUBSCRIPTION,B- 8370,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
24/11/2025,21/11/2025,ORANGE SHOP DINANT - MOBIS532,20965,5,,227.004.162,SUBSCRIPTION,B- 5500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
